"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"poisonous","convex","scaly","green","no","musty","notched","crowded","narrow","purple","tapering","bulbous","silky","smooth","green","green","universal","white","two","zone","orange","several","leaves"
"poisonous","knobbed","grooves","green","yes","spicy","free","close","broad","orange","enlarging","club","smooth","scaly","purple","purple","partial","white","one","evanescent","purple","several","leaves"
"poisonous","flat","scaly","cinnamon","no","musty","descending","close","narrow","buff","tapering","bulbous","smooth","scaly","green","green","partial","white","two","flaring","white","numerous","paths"
"poisonous","convex","scaly","red","no","spicy","notched","crowded","narrow","buff","tapering","bulbous","smooth","smooth","white","white","universal","yellow","one","evanescent","yellow","numerous","paths"
"poisonous","conical","smooth","pink","no","pungent","free","distant","narrow","brown","tapering","cup","smooth","silky","purple","purple","universal","white","one","evanescent","white","several","wood"
"poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","bulbous","smooth","smooth","pink","purple","partial","yellow","one","evanescent","white","clustered","wood"
"poisonous","knobbed","scaly","red","no","fishy","free","close","narrow","buff","tapering","rhizomorphs","smooth","smooth","white","purple","partial","white","one","zone","white","solitary","wood"
"edible","convex","scaly","pink","yes","none","descending","close","broad","black","enlarging","club","scaly","smooth","brown","purple","partial","orange","two","pendant","white","abundant","wood"
"poisonous","bell","scaly","white","no","fishy","free","close","narrow","orange","tapering","club","silky","silky","purple","gray","universal","white","one","evanescent","white","abundant","wood"
"poisonous","flat","smooth","gray","no","musty","attached","close","broad","white","enlarging","cup","silky","silky","cinnamon","brown","partial","white","b","none","black","clustered","wood"
"poisonous","bell","smooth","cinnamon","no","none","free","close","narrow","buff","tapering","club","smooth","smooth","purple","purple","universal","white","one","pendant","purple","several","urban"
"edible","knobbed","scaly","red","yes","almond","free","distant","broad","gray","enlarging","bulbous","silky","silky","purple","purple","partial","orange","b","pendant","black","scattered","urban"
"poisonous","knobbed","scaly","gray","no","almond","free","close","narrow","buff","tapering","equal","silky","smooth","green","brown","universal","white","one","sheathing","black","scattered","wood"
"poisonous","flat","grooves","brown","no","spicy","descending","crowded","narrow","buff","tapering","rooted","silky","silky","white","white","partial","orange","two","large","white","numerous","paths"
"poisonous","knobbed","scaly","brown","no","creosote","notched","crowded","narrow","green","tapering","rhizomorphs","smooth","silky","cinnamon","purple","universal","yellow","one","zone","white","solitary","grasses"
"poisonous","flat","smooth","yellow","yes","fishy","descending","close","narrow","buff","enlarging","bulbous","smooth","scaly","gray","purple","partial","orange","one","large","chocolate","several","wood"
"poisonous","flat","smooth","brown","no","anise","free","distant","narrow","buff","tapering","bulbous","silky","smooth","buff","purple","partial","white","one","evanescent","white","several","wood"
"edible","knobbed","fibrous","green","yes","none","attached","close","broad","white","enlarging","missing","smooth","smooth","pink","purple","partial","white","two","cobwebby","green","several","leaves"
"poisonous","flat","smooth","pink","no","foul","descending","distant","narrow","buff","enlarging","bulbous","scaly","silky","green","pink","partial","orange","one","large","white","several","leaves"
"poisonous","knobbed","scaly","red","no","almond","free","close","narrow","black","tapering","club","smooth","smooth","purple","brown","universal","yellow","one","evanescent","white","several","leaves"
"poisonous","flat","scaly","red","no","fishy","free","close","narrow","chocolate","tapering","bulbous","silky","silky","brown","green","partial","white","one","evanescent","black","scattered","leaves"
"poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","rooted","smooth","smooth","white","green","universal","yellow","one","zone","white","numerous","leaves"
"poisonous","convex","smooth","brown","no","anise","free","close","narrow","buff","tapering","missing","silky","smooth","buff","buff","universal","white","one","pendant","brown","several","paths"
"edible","flat","fibrous","brown","yes","none","attached","close","broad","yellow","enlarging","equal","smooth","fibrous","pink","gray","partial","brown","one","evanescent","chocolate","scattered","leaves"
"poisonous","convex","smooth","white","no","spicy","free","close","narrow","buff","tapering","rooted","silky","silky","white","green","partial","white","one","pendant","yellow","several","leaves"
"poisonous","convex","smooth","red","no","musty","descending","crowded","broad","buff","enlarging","bulbous","smooth","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"poisonous","convex","scaly","red","no","foul","free","distant","narrow","buff","tapering","bulbous","smooth","smooth","buff","buff","universal","yellow","one","zone","white","several","waste"
"poisonous","convex","fibrous","red","no","spicy","attached","close","narrow","yellow","tapering","rhizomorphs","fibrous","fibrous","green","green","partial","brown","one","cobwebby","white","several","grasses"
"poisonous","knobbed","scaly","brown","yes","foul","attached","close","broad","black","tapering","bulbous","smooth","smooth","brown","brown","universal","white","one","evanescent","black","several","leaves"
"poisonous","conical","smooth","red","no","pungent","free","close","narrow","brown","tapering","cup","silky","smooth","purple","green","universal","white","one","evanescent","white","several","leaves"
"edible","bell","fibrous","gray","yes","foul","free","distant","broad","white","enlarging","missing","silky","smooth","pink","purple","partial","white","two","cobwebby","green","several","waste"
"poisonous","bell","scaly","red","no","spicy","free","close","narrow","black","tapering","club","smooth","smooth","green","red","universal","white","b","zone","white","several","leaves"
"poisonous","knobbed","smooth","green","no","fishy","free","close","narrow","buff","tapering","bulbous","silky","silky","gray","purple","universal","white","b","evanescent","chocolate","abundant","waste"
"edible","convex","fibrous","gray","no","creosote","free","crowded","broad","gray","enlarging","bulbous","smooth","smooth","cinnamon","purple","partial","brown","two","pendant","buff","numerous","grasses"
"edible","conical","grooves","brown","no","foul","descending","distant","broad","brown","enlarging","cup","smooth","scaly","pink","pink","partial","orange","one","pendant","brown","several","leaves"
"poisonous","knobbed","smooth","brown","no","foul","notched","distant","narrow","white","tapering","missing","smooth","scaly","pink","pink","partial","yellow","one","sheathing","white","clustered","wood"
"poisonous","knobbed","fibrous","red","yes","almond","free","close","narrow","black","enlarging","bulbous","fibrous","fibrous","brown","brown","partial","brown","b","evanescent","black","abundant","paths"
"poisonous","conical","scaly","brown","no","foul","attached","distant","narrow","buff","enlarging","bulbous","fibrous","fibrous","pink","purple","partial","white","one","evanescent","white","clustered","leaves"
"poisonous","bell","smooth","brown","yes","foul","free","close","narrow","orange","tapering","club","scaly","silky","red","red","partial","orange","b","flaring","purple","abundant","meadows"
"poisonous","knobbed","grooves","red","yes","fishy","descending","distant","broad","gray","tapering","bulbous","scaly","scaly","purple","pink","partial","white","one","large","green","several","leaves"
"poisonous","conical","smooth","gray","yes","foul","free","distant","narrow","buff","enlarging","bulbous","smooth","fibrous","purple","pink","partial","brown","one","cobwebby","green","clustered","paths"
"poisonous","knobbed","smooth","brown","no","almond","free","close","narrow","buff","tapering","equal","smooth","silky","brown","green","partial","white","one","evanescent","white","scattered","meadows"
"edible","flat","fibrous","gray","no","none","descending","close","broad","chocolate","enlarging","equal","scaly","silky","purple","purple","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","fibrous","red","yes","foul","free","distant","broad","brown","enlarging","cup","fibrous","silky","purple","green","partial","brown","one","cobwebby","white","several","grasses"
"poisonous","knobbed","smooth","red","no","musty","free","close","narrow","buff","tapering","rhizomorphs","silky","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"poisonous","sunken","smooth","pink","yes","creosote","free","crowded","narrow","green","enlarging","bulbous","fibrous","fibrous","cinnamon","purple","partial","brown","two","cobwebby","buff","solitary","leaves"
"edible","bell","scaly","white","yes","anise","descending","distant","broad","pink","enlarging","bulbous","scaly","silky","buff","buff","partial","orange","two","pendant","white","clustered","grasses"
"poisonous","knobbed","grooves","brown","no","musty","descending","close","narrow","buff","enlarging","rhizomorphs","silky","scaly","green","purple","partial","white","two","evanescent","orange","solitary","wood"
"poisonous","convex","grooves","cinnamon","no","almond","free","close","broad","orange","enlarging","bulbous","smooth","scaly","brown","green","partial","orange","b","flaring","black","abundant","wood"
"poisonous","conical","grooves","brown","yes","foul","free","distant","narrow","pink","enlarging","cup","silky","smooth","green","purple","partial","orange","one","large","brown","clustered","wood"
"poisonous","flat","scaly","red","no","fishy","descending","close","narrow","buff","tapering","equal","silky","silky","gray","gray","partial","orange","one","evanescent","white","scattered","meadows"
"poisonous","sunken","scaly","red","no","foul","notched","close","narrow","yellow","tapering","rhizomorphs","smooth","silky","green","purple","partial","yellow","one","evanescent","white","several","wood"
"poisonous","knobbed","smooth","green","no","spicy","free","close","narrow","buff","tapering","rooted","silky","smooth","white","green","universal","white","one","none","yellow","numerous","wood"
"edible","convex","fibrous","white","no","creosote","free","crowded","broad","white","tapering","bulbous","silky","silky","cinnamon","purple","universal","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","smooth","brown","no","anise","attached","close","narrow","white","tapering","cup","silky","silky","cinnamon","buff","universal","white","one","none","white","clustered","waste"
"poisonous","flat","smooth","gray","no","none","free","close","broad","buff","enlarging","bulbous","silky","smooth","green","purple","partial","brown","one","evanescent","white","scattered","wood"
"poisonous","knobbed","smooth","green","no","foul","free","distant","narrow","buff","tapering","bulbous","silky","silky","buff","buff","partial","white","one","none","white","several","meadows"
"poisonous","bell","scaly","brown","no","foul","notched","close","narrow","orange","tapering","bulbous","smooth","smooth","purple","gray","partial","white","b","sheathing","white","abundant","urban"
"poisonous","convex","scaly","red","no","anise","free","distant","broad","buff","enlarging","bulbous","silky","fibrous","buff","purple","partial","white","one","evanescent","brown","several","paths"
"edible","convex","smooth","gray","yes","none","free","close","narrow","white","tapering","rhizomorphs","smooth","silky","purple","white","universal","white","two","none","yellow","solitary","paths"
"poisonous","knobbed","scaly","brown","no","fishy","free","close","narrow","buff","tapering","bulbous","silky","smooth","pink","purple","partial","white","one","pendant","green","several","wood"
"poisonous","knobbed","smooth","red","no","fishy","free","close","narrow","orange","tapering","bulbous","silky","silky","gray","gray","universal","white","b","evanescent","white","several","paths"
"edible","conical","scaly","gray","no","foul","notched","distant","broad","white","enlarging","equal","scaly","silky","purple","gray","partial","white","b","flaring","white","numerous","waste"
"poisonous","convex","scaly","green","no","musty","free","crowded","narrow","purple","tapering","bulbous","silky","smooth","green","green","universal","white","two","none","orange","several","wood"
"poisonous","bell","smooth","brown","no","fishy","free","close","narrow","buff","tapering","bulbous","silky","silky","gray","gray","universal","white","one","evanescent","chocolate","several","wood"
"poisonous","convex","grooves","red","yes","spicy","descending","close","broad","red","tapering","bulbous","scaly","smooth","gray","purple","partial","white","b","evanescent","chocolate","several","waste"
"edible","knobbed","smooth","white","no","pungent","free","distant","broad","gray","enlarging","missing","silky","silky","purple","purple","partial","white","two","none","white","several","grasses"
"poisonous","flat","smooth","brown","no","foul","free","distant","narrow","buff","tapering","missing","smooth","smooth","pink","green","partial","white","one","evanescent","green","several","paths"
"poisonous","flat","grooves","buff","yes","spicy","descending","close","broad","chocolate","tapering","bulbous","scaly","silky","purple","red","partial","white","b","evanescent","purple","several","leaves"
"poisonous","convex","scaly","cinnamon","yes","fishy","descending","crowded","broad","purple","enlarging","bulbous","silky","scaly","cinnamon","cinnamon","partial","orange","two","flaring","white","numerous","paths"
"poisonous","sunken","smooth","pink","no","foul","free","crowded","narrow","buff","tapering","bulbous","smooth","silky","white","green","universal","yellow","one","zone","white","several","wood"
"edible","flat","grooves","brown","no","anise","attached","close","broad","brown","enlarging","cup","scaly","smooth","pink","pink","partial","brown","one","pendant","yellow","clustered","meadows"
"poisonous","bell","scaly","brown","no","fishy","free","close","narrow","buff","tapering","bulbous","smooth","smooth","gray","gray","partial","white","b","sheathing","white","several","meadows"
"poisonous","knobbed","smooth","red","yes","pungent","descending","close","narrow","brown","enlarging","bulbous","scaly","smooth","purple","purple","partial","white","one","evanescent","white","clustered","wood"
"poisonous","bell","scaly","cinnamon","yes","fishy","attached","close","broad","buff","tapering","club","smooth","silky","purple","gray","partial","white","b","cobwebby","white","several","wood"
"poisonous","knobbed","scaly","red","no","foul","free","close","narrow","chocolate","tapering","equal","smooth","silky","green","purple","partial","yellow","one","zone","purple","scattered","leaves"
"edible","convex","smooth","cinnamon","no","creosote","free","crowded","narrow","purple","tapering","bulbous","smooth","smooth","cinnamon","cinnamon","universal","orange","two","pendant","buff","several","leaves"
"edible","knobbed","grooves","yellow","yes","none","descending","close","broad","pink","enlarging","equal","scaly","silky","purple","purple","partial","orange","b","pendant","purple","scattered","paths"
"edible","knobbed","fibrous","green","no","anise","attached","distant","broad","brown","enlarging","bulbous","fibrous","fibrous","pink","buff","partial","orange","one","pendant","brown","several","leaves"
"edible","conical","grooves","yellow","yes","pungent","free","close","broad","pink","enlarging","equal","silky","silky","gray","purple","partial","orange","two","pendant","white","scattered","urban"
"poisonous","knobbed","grooves","purple","yes","foul","descending","close","broad","buff","enlarging","missing","scaly","scaly","pink","green","partial","orange","one","flaring","white","several","wood"
"poisonous","flat","smooth","yellow","no","fishy","attached","close","narrow","chocolate","tapering","bulbous","fibrous","silky","purple","gray","partial","white","b","evanescent","chocolate","several","urban"
"poisonous","bell","smooth","brown","no","spicy","free","close","narrow","black","tapering","bulbous","silky","silky","gray","gray","universal","white","b","pendant","chocolate","several","meadows"
"poisonous","knobbed","scaly","white","yes","musty","descending","close","broad","buff","enlarging","bulbous","silky","smooth","green","green","partial","white","two","evanescent","white","numerous","paths"
"edible","bell","smooth","white","no","spicy","free","crowded","broad","pink","enlarging","rhizomorphs","silky","silky","white","purple","partial","white","two","pendant","yellow","numerous","leaves"
"poisonous","flat","scaly","brown","no","fishy","free","close","narrow","red","tapering","bulbous","smooth","smooth","green","gray","universal","yellow","b","sheathing","white","several","wood"
"edible","bell","grooves","gray","yes","none","descending","close","broad","orange","enlarging","club","scaly","silky","red","purple","partial","white","b","large","white","abundant","urban"
"poisonous","sunken","scaly","red","yes","foul","free","close","broad","buff","enlarging","bulbous","scaly","smooth","purple","purple","partial","white","two","evanescent","white","solitary","grasses"
"poisonous","convex","scaly","yellow","no","spicy","free","crowded","narrow","buff","tapering","rhizomorphs","smooth","silky","purple","white","partial","yellow","two","sheathing","white","several","meadows"
"poisonous","flat","grooves","purple","yes","fishy","free","close","broad","white","enlarging","cup","silky","scaly","gray","cinnamon","partial","orange","b","none","chocolate","clustered","urban"
"poisonous","flat","smooth","white","no","spicy","free","crowded","narrow","buff","tapering","bulbous","smooth","smooth","green","green","universal","white","two","pendant","white","numerous","wood"
"poisonous","convex","grooves","red","yes","spicy","descending","crowded","narrow","purple","tapering","bulbous","smooth","smooth","cinnamon","cinnamon","partial","white","two","evanescent","buff","numerous","meadows"
"poisonous","sunken","scaly","pink","no","creosote","free","close","narrow","yellow","tapering","rhizomorphs","silky","silky","cinnamon","cinnamon","partial","white","two","evanescent","white","numerous","wood"
"poisonous","bell","smooth","white","no","foul","free","close","narrow","black","tapering","club","silky","smooth","red","red","universal","white","one","sheathing","white","several","paths"
"poisonous","flat","scaly","red","yes","almond","free","close","broad","black","enlarging","club","silky","silky","purple","brown","partial","orange","b","evanescent","white","abundant","paths"
"poisonous","flat","smooth","gray","no","none","free","close","narrow","buff","tapering","equal","silky","silky","purple","red","universal","white","one","pendant","purple","scattered","wood"
"edible","knobbed","grooves","gray","yes","fishy","descending","distant","broad","red","enlarging","equal","scaly","scaly","purple","gray","partial","white","b","pendant","chocolate","scattered","grasses"
"poisonous","sunken","scaly","red","no","musty","free","close","narrow","yellow","tapering","rhizomorphs","silky","silky","green","green","partial","white","two","evanescent","white","several","wood"
"poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","rooted","silky","silky","green","green","universal","white","two","none","orange","several","meadows"
"poisonous","knobbed","fibrous","red","yes","spicy","free","crowded","broad","buff","tapering","bulbous","silky","fibrous","purple","white","partial","brown","two","cobwebby","yellow","numerous","grasses"
"poisonous","convex","fibrous","brown","yes","spicy","attached","close","broad","purple","enlarging","rooted","fibrous","fibrous","purple","white","partial","brown","one","evanescent","white","numerous","paths"
"edible","bell","scaly","gray","no","fishy","free","close","broad","gray","enlarging","club","smooth","silky","purple","gray","partial","white","two","cobwebby","chocolate","numerous","wood"
"poisonous","convex","scaly","pink","no","spicy","notched","crowded","narrow","green","tapering","bulbous","smooth","smooth","purple","cinnamon","universal","yellow","two","sheathing","white","solitary","meadows"
"poisonous","convex","scaly","brown","yes","creosote","attached","crowded","broad","buff","enlarging","bulbous","fibrous","fibrous","purple","white","partial","brown","two","cobwebby","white","several","wood"
"poisonous","sunken","scaly","pink","no","spicy","free","crowded","narrow","green","tapering","rhizomorphs","smooth","smooth","green","white","universal","yellow","two","sheathing","white","solitary","waste"
"edible","conical","scaly","gray","no","anise","notched","distant","broad","brown","tapering","bulbous","smooth","smooth","buff","buff","universal","yellow","one","zone","brown","clustered","paths"
"poisonous","convex","scaly","brown","no","creosote","free","crowded","narrow","yellow","enlarging","rhizomorphs","silky","fibrous","cinnamon","cinnamon","partial","brown","one","cobwebby","buff","several","paths"
"poisonous","flat","smooth","red","no","musty","free","crowded","narrow","buff","tapering","bulbous","smooth","silky","green","purple","partial","white","two","pendant","orange","numerous","paths"
"poisonous","flat","smooth","red","no","anise","free","close","narrow","gray","tapering","bulbous","smooth","silky","buff","purple","universal","white","one","pendant","white","several","meadows"
"poisonous","convex","smooth","brown","no","musty","free","close","narrow","yellow","tapering","cup","silky","silky","green","green","partial","white","two","pendant","orange","clustered","wood"
"edible","knobbed","grooves","gray","yes","anise","descending","distant","broad","gray","enlarging","bulbous","scaly","scaly","buff","purple","partial","orange","two","pendant","white","several","urban"
"poisonous","flat","fibrous","red","yes","foul","attached","close","narrow","buff","tapering","missing","fibrous","silky","buff","buff","partial","brown","one","evanescent","white","several","meadows"
"poisonous","knobbed","scaly","red","no","foul","free","distant","narrow","pink","tapering","bulbous","silky","silky","green","buff","partial","white","one","pendant","brown","several","paths"
"edible","conical","fibrous","yellow","yes","pungent","free","distant","broad","pink","enlarging","bulbous","smooth","silky","purple","purple","partial","white","one","pendant","white","numerous","paths"
"poisonous","bell","smooth","purple","no","foul","free","close","narrow","black","tapering","club","silky","silky","gray","gray","universal","white","one","evanescent","white","abundant","urban"
"poisonous","conical","scaly","buff","no","spicy","free","close","broad","buff","enlarging","club","silky","silky","green","gray","partial","white","one","evanescent","white","several","paths"
"edible","flat","grooves","brown","yes","fishy","descending","close","broad","yellow","enlarging","equal","smooth","smooth","gray","pink","partial","orange","one","large","chocolate","scattered","leaves"
"poisonous","convex","smooth","green","no","musty","free","close","narrow","buff","tapering","rooted","silky","silky","green","purple","partial","white","two","pendant","white","several","waste"
"poisonous","flat","grooves","brown","yes","spicy","free","close","broad","buff","enlarging","bulbous","silky","silky","purple","purple","partial","white","one","flaring","white","several","waste"
"edible","convex","grooves","gray","yes","almond","attached","close","broad","chocolate","enlarging","bulbous","scaly","scaly","brown","pink","partial","brown","one","pendant","buff","clustered","leaves"
"poisonous","convex","scaly","purple","no","creosote","free","crowded","narrow","buff","tapering","rooted","silky","silky","green","cinnamon","partial","yellow","two","zone","white","several","leaves"
"poisonous","flat","scaly","brown","no","foul","free","close","narrow","chocolate","tapering","equal","silky","silky","brown","green","universal","white","one","evanescent","black","scattered","grasses"
"poisonous","knobbed","scaly","buff","yes","spicy","free","distant","narrow","buff","enlarging","bulbous","silky","smooth","buff","green","partial","white","one","evanescent","white","several","paths"
"poisonous","conical","grooves","gray","no","spicy","free","distant","broad","brown","tapering","cup","scaly","smooth","green","purple","partial","orange","one","evanescent","white","clustered","paths"
"edible","knobbed","fibrous","cinnamon","yes","pungent","descending","close","broad","pink","enlarging","club","scaly","smooth","purple","purple","partial","orange","two","large","white","clustered","meadows"
"edible","flat","grooves","white","yes","none","descending","close","broad","brown","enlarging","club","scaly","scaly","brown","brown","partial","orange","one","pendant","brown","abundant","waste"
"edible","conical","grooves","white","no","foul","descending","distant","broad","pink","enlarging","cup","scaly","scaly","pink","pink","partial","orange","one","large","white","clustered","leaves"
"poisonous","convex","scaly","green","no","spicy","free","close","narrow","purple","tapering","bulbous","silky","smooth","white","green","partial","white","two","pendant","yellow","several","wood"
"edible","sunken","scaly","gray","no","none","notched","crowded","broad","yellow","tapering","rhizomorphs","smooth","smooth","cinnamon","purple","universal","white","two","pendant","white","numerous","meadows"
"poisonous","flat","grooves","red","yes","almond","free","close","broad","buff","tapering","equal","scaly","scaly","brown","purple","partial","white","b","evanescent","black","several","meadows"
"poisonous","knobbed","scaly","purple","no","creosote","notched","crowded","narrow","buff","tapering","bulbous","smooth","smooth","cinnamon","cinnamon","partial","yellow","one","sheathing","white","several","waste"
"edible","knobbed","grooves","brown","no","anise","descending","distant","broad","gray","enlarging","missing","smooth","smooth","buff","buff","partial","orange","one","flaring","yellow","several","leaves"
"poisonous","flat","scaly","red","no","fishy","free","close","narrow","chocolate","tapering","bulbous","silky","smooth","purple","purple","universal","yellow","b","evanescent","purple","scattered","grasses"
"poisonous","convex","scaly","brown","no","foul","attached","crowded","broad","buff","enlarging","rooted","silky","fibrous","green","cinnamon","partial","white","two","evanescent","buff","numerous","leaves"
"poisonous","convex","scaly","white","no","fishy","free","close","narrow","purple","tapering","rooted","smooth","smooth","white","white","partial","white","one","sheathing","yellow","numerous","wood"
"poisonous","flat","smooth","red","no","spicy","free","close","narrow","yellow","tapering","rhizomorphs","silky","silky","white","white","universal","white","two","pendant","yellow","solitary","leaves"
"poisonous","knobbed","smooth","cinnamon","no","spicy","attached","distant","narrow","gray","tapering","missing","fibrous","fibrous","green","purple","partial","brown","one","cobwebby","white","several","waste"
"poisonous","sunken","scaly","red","no","musty","free","close","narrow","green","tapering","rhizomorphs","silky","silky","green","purple","partial","white","two","pendant","orange","solitary","leaves"
"edible","knobbed","smooth","white","yes","foul","attached","distant","broad","gray","enlarging","missing","fibrous","fibrous","pink","brown","partial","brown","two","evanescent","green","several","wood"
"poisonous","conical","scaly","yellow","no","foul","free","distant","narrow","buff","tapering","cup","smooth","smooth","purple","purple","universal","yellow","one","evanescent","white","several","wood"
"poisonous","flat","scaly","brown","no","spicy","notched","close","narrow","chocolate","tapering","equal","silky","silky","gray","purple","partial","white","b","zone","chocolate","several","paths"
"poisonous","conical","scaly","pink","no","anise","notched","distant","narrow","buff","tapering","cup","smooth","smooth","purple","purple","universal","white","one","evanescent","brown","clustered","paths"
"poisonous","flat","scaly","white","no","musty","descending","close","narrow","buff","tapering","rooted","silky","smooth","green","green","partial","orange","two","flaring","white","numerous","paths"
"edible","knobbed","fibrous","gray","yes","none","attached","distant","broad","brown","enlarging","cup","fibrous","fibrous","buff","buff","partial","brown","one","cobwebby","white","numerous","grasses"
"poisonous","knobbed","scaly","pink","no","spicy","free","crowded","narrow","green","tapering","bulbous","smooth","silky","white","green","partial","white","two","evanescent","white","solitary","leaves"
"edible","bell","fibrous","white","yes","foul","free","distant","broad","pink","enlarging","bulbous","scaly","scaly","pink","pink","partial","white","one","flaring","white","several","waste"
"poisonous","convex","scaly","cinnamon","no","fishy","notched","close","narrow","buff","tapering","rooted","smooth","silky","green","cinnamon","partial","yellow","one","evanescent","white","several","leaves"
"edible","convex","grooves","green","no","none","free","crowded","broad","purple","enlarging","bulbous","scaly","silky","white","white","partial","orange","two","pendant","yellow","numerous","paths"
"edible","knobbed","scaly","brown","yes","foul","attached","distant","broad","yellow","enlarging","missing","smooth","smooth","pink","purple","universal","orange","one","sheathing","yellow","several","wood"
"poisonous","sunken","scaly","yellow","no","spicy","free","crowded","narrow","yellow","tapering","rhizomorphs","silky","smooth","purple","white","partial","white","two","evanescent","yellow","several","urban"
"poisonous","knobbed","grooves","red","yes","foul","descending","close","broad","buff","enlarging","cup","smooth","smooth","purple","purple","partial","orange","one","flaring","white","clustered","wood"
"edible","knobbed","smooth","purple","no","pungent","free","distant","broad","gray","tapering","missing","silky","silky","purple","purple","partial","white","one","none","white","several","paths"
"poisonous","sunken","scaly","buff","no","musty","notched","close","narrow","green","tapering","bulbous","smooth","smooth","green","green","partial","white","two","sheathing","white","several","grasses"
"poisonous","knobbed","smooth","green","no","spicy","free","crowded","narrow","purple","tapering","rooted","silky","silky","white","pink","partial","brown","one","cobwebby","green","several","leaves"
"edible","convex","fibrous","purple","yes","creosote","attached","crowded","broad","gray","enlarging","rooted","silky","smooth","cinnamon","purple","partial","white","two","pendant","buff","numerous","urban"
"poisonous","conical","smooth","red","no","foul","free","distant","narrow","brown","tapering","bulbous","silky","smooth","buff","purple","universal","white","one","pendant","white","several","grasses"
"poisonous","knobbed","scaly","purple","no","foul","free","distant","broad","white","enlarging","bulbous","scaly","scaly","green","green","partial","orange","one","large","green","several","wood"
"poisonous","knobbed","scaly","red","yes","foul","attached","crowded","broad","purple","tapering","bulbous","silky","silky","cinnamon","purple","partial","white","one","cobwebby","buff","several","leaves"
"poisonous","knobbed","fibrous","brown","no","fishy","free","close","narrow","orange","tapering","club","fibrous","smooth","purple","gray","partial","brown","one","evanescent","chocolate","several","paths"
"poisonous","knobbed","fibrous","brown","yes","spicy","attached","close","broad","buff","tapering","rooted","fibrous","fibrous","green","green","partial","brown","two","cobwebby","white","several","grasses"
"edible","flat","scaly","gray","no","almond","free","distant","broad","chocolate","enlarging","equal","silky","fibrous","brown","purple","partial","white","two","cobwebby","black","scattered","grasses"
"poisonous","conical","smooth","brown","no","anise","free","distant","narrow","pink","tapering","bulbous","silky","silky","green","green","partial","white","one","pendant","white","clustered","paths"
"poisonous","knobbed","grooves","gray","no","foul","descending","distant","narrow","pink","enlarging","cup","smooth","scaly","buff","buff","partial","white","one","large","brown","clustered","meadows"
"edible","convex","scaly","gray","no","none","free","crowded","broad","buff","enlarging","rooted","silky","silky","purple","green","universal","white","two","pendant","white","numerous","meadows"
"edible","flat","scaly","brown","no","none","attached","close","narrow","orange","tapering","club","smooth","silky","pink","pink","partial","orange","b","pendant","purple","abundant","meadows"
"edible","knobbed","fibrous","gray","yes","musty","attached","distant","broad","gray","enlarging","bulbous","fibrous","fibrous","purple","green","partial","brown","two","evanescent","white","solitary","grasses"
"poisonous","bell","scaly","brown","yes","spicy","descending","close","broad","buff","tapering","club","scaly","scaly","brown","brown","partial","orange","one","evanescent","black","abundant","urban"
"poisonous","knobbed","smooth","purple","no","foul","free","distant","broad","buff","tapering","bulbous","fibrous","smooth","purple","buff","partial","brown","one","evanescent","brown","several","wood"
"poisonous","convex","scaly","brown","no","spicy","free","close","broad","buff","tapering","rooted","scaly","silky","purple","green","partial","orange","one","evanescent","yellow","several","paths"
"edible","convex","fibrous","red","no","none","attached","crowded","broad","pink","enlarging","rhizomorphs","silky","smooth","white","purple","partial","white","two","cobwebby","yellow","solitary","grasses"
"poisonous","knobbed","smooth","gray","no","spicy","attached","close","narrow","pink","tapering","cup","fibrous","silky","green","green","partial","brown","one","evanescent","white","clustered","leaves"
"edible","convex","fibrous","brown","no","musty","attached","crowded","broad","brown","enlarging","rooted","fibrous","smooth","pink","green","partial","orange","one","pendant","orange","numerous","leaves"
"edible","knobbed","smooth","buff","no","none","free","distant","broad","white","enlarging","equal","silky","silky","brown","brown","partial","white","b","pendant","white","numerous","grasses"
"poisonous","flat","smooth","red","no","musty","free","close","broad","yellow","tapering","rhizomorphs","silky","silky","cinnamon","white","universal","white","two","none","yellow","clustered","paths"
"edible","sunken","scaly","buff","no","none","free","crowded","narrow","green","tapering","rhizomorphs","smooth","silky","purple","purple","partial","white","two","pendant","white","solitary","wood"
"poisonous","bell","scaly","brown","no","none","notched","close","narrow","black","tapering","bulbous","smooth","smooth","purple","red","partial","yellow","b","zone","white","abundant","grasses"
"edible","bell","grooves","brown","no","none","attached","close","broad","orange","enlarging","bulbous","scaly","scaly","pink","pink","partial","orange","one","flaring","chocolate","clustered","wood"
"edible","bell","scaly","gray","no","none","free","crowded","narrow","white","tapering","bulbous","silky","smooth","cinnamon","cinnamon","partial","white","two","pendant","yellow","numerous","grasses"
